Era,Feature,Base,Lag,r,p,sig,n,target
ZLB,roberta_IS_EP_max:lag14,roberta_IS_EP_max,14,-0.0064,0.9502,,97,shadow_diff
ZLB,roberta_IS_EP_max:lag15,roberta_IS_EP_max,15,0.0345,0.7376,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag1,finbert_QA_MP_mean,1,0.1078,0.2931,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag2,finbert_QA_MP_mean,2,0.0846,0.4099,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag3,finbert_QA_MP_mean,3,0.0097,0.9246,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag4,finbert_QA_MP_mean,4,0.2829,0.005,**,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag5,finbert_QA_MP_mean,5,0.0711,0.489,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag6,finbert_QA_MP_mean,6,0.263,0.0092,**,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag7,finbert_QA_MP_mean,7,0.1128,0.2714,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag8,finbert_QA_MP_mean,8,0.0817,0.4262,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag9,finbert_QA_MP_mean,9,0.1332,0.1934,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag10,finbert_QA_MP_mean,10,0.1681,0.0999,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag11,finbert_QA_MP_mean,11,0.264,0.009,**,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag12,finbert_QA_MP_mean,12,0.2168,0.0329,*,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag13,finbert_QA_MP_mean,13,0.025,0.8079,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag14,finbert_QA_MP_mean,14,0.0402,0.6959,,97,shadow_diff
ZLB,finbert_QA_MP_mean:lag15,finbert_QA_MP_mean,15,0.2323,0.0221,*,97,shadow_diff
Hiking,finbert_max,finbert_max,0,-0.2421,0.333,,18,MRO_diff
Hiking,finbert_IS_max,finbert_IS_max,0,-0.2266,0.3659,,18,MRO_diff
Hiking,roberta_IS_max,roberta_IS_max,0,-0.5332,0.0227,*,18,MRO_diff
Hiking,finbert_MP_mean,finbert_MP_mean,0,0.0014,0.9956,,18,MRO_diff
Hiking,roberta_IS_EP_max,roberta_IS_EP_max,0,-0.4304,0.0746,,18,MRO_diff
Hiking,finbert_QA_MP_mean,finbert_QA_MP_mean,0,0.1168,0.6445,,18,MRO_diff
Hiking,finbert_max:lag1,finbert_max,1,-0.4473,0.0627,,18,MRO_diff
Hiking,finbert_max:lag2,finbert_max,2,0.1914,0.4467,,18,MRO_diff
Hiking,finbert_max:lag3,finbert_max,3,-0.0446,0.8607,,18,MRO_diff
Hiking,finbert_max:lag4,finbert_max,4,0.3232,0.1908,,18,MRO_diff
Hiking,finbert_max:lag5,finbert_max,5,0.2468,0.3236,,18,MRO_diff
Hiking,finbert_max:lag6,finbert_max,6,0.4332,0.0725,,18,MRO_diff
Hiking,finbert_max:lag7,finbert_max,7,0.5357,0.022,*,18,MRO_diff
Hiking,finbert_max:lag8,finbert_max,8,0.5798,0.0117,*,18,MRO_diff
Hiking,finbert_max:lag9,finbert_max,9,0.6341,0.0047,**,18,MRO_diff
Hiking,finbert_max:lag10,finbert_max,10,0.0815,0.7479,,18,MRO_diff
Hiking,finbert_max:lag11,finbert_max,11,-0.0353,0.8894,,18,MRO_diff
Hiking,finbert_max:lag12,finbert_max,12,-0.118,0.641,,18,MRO_diff
Hiking,finbert_max:lag13,finbert_max,13,0.006,0.981,,18,MRO_diff
Hiking,finbert_max:lag14,finbert_max,14,0.0062,0.9805,,18,MRO_diff
Hiking,finbert_max:lag15,finbert_max,15,-0.0537,0.8323,,18,MRO_diff
Hiking,finbert_IS_max:lag1,finbert_IS_max,1,-0.4309,0.0742,,18,MRO_diff
Hiking,finbert_IS_max:lag2,finbert_IS_max,2,0.2094,0.4043,,18,MRO_diff
Hiking,finbert_IS_max:lag3,finbert_IS_max,3,-0.0247,0.9225,,18,MRO_diff
Hiking,finbert_IS_max:lag4,finbert_IS_max,4,0.3303,0.1807,,18,MRO_diff
Hiking,finbert_IS_max:lag5,finbert_IS_max,5,0.2932,0.2376,,18,MRO_diff
Hiking,finbert_IS_max:lag6,finbert_IS_max,6,0.4485,0.0619,,18,MRO_diff
Hiking,finbert_IS_max:lag7,finbert_IS_max,7,0.6311,0.005,**,18,MRO_diff
Hiking,finbert_IS_max:lag8,finbert_IS_max,8,0.6131,0.0068,**,18,MRO_diff
Hiking,finbert_IS_max:lag9,finbert_IS_max,9,0.6633,0.0027,**,18,MRO_diff
Hiking,finbert_IS_max:lag10,finbert_IS_max,10,-0.0778,0.7591,,18,MRO_diff
Hiking,finbert_IS_max:lag11,finbert_IS_max,11,-0.2184,0.3839,,18,MRO_diff
Hiking,finbert_IS_max:lag12,finbert_IS_max,12,-0.2545,0.3082,,18,MRO_diff
Hiking,finbert_IS_max:lag13,finbert_IS_max,13,-0.1139,0.6527,,18,MRO_diff
Hiking,finbert_IS_max:lag14,finbert_IS_max,14,-0.1301,0.607,,18,MRO_diff
Hiking,finbert_IS_max:lag15,finbert_IS_max,15,-0.1561,0.5361,,18,MRO_diff
Hiking,roberta_IS_max:lag1,roberta_IS_max,1,-0.4229,0.0804,,18,MRO_diff
Hiking,roberta_IS_max:lag2,roberta_IS_max,2,-0.3088,0.2124,,18,MRO_diff
Hiking,roberta_IS_max:lag3,roberta_IS_max,3,-0.1517,0.5479,,18,MRO_diff
Hiking,roberta_IS_max:lag4,roberta_IS_max,4,-0.0972,0.7013,,18,MRO_diff
Hiking,roberta_IS_max:lag5,roberta_IS_max,5,0.2788,0.2626,,18,MRO_diff
Hiking,roberta_IS_max:lag6,roberta_IS_max,6,0.3449,0.1611,,18,MRO_diff
Hiking,roberta_IS_max:lag7,roberta_IS_max,7,0.5218,0.0264,*,18,MRO_diff
Hiking,roberta_IS_max:lag8,roberta_IS_max,8,0.661,0.0028,**,18,MRO_diff
Hiking,roberta_IS_max:lag9,roberta_IS_max,9,0.7046,0.0011,**,18,MRO_diff
Hiking,roberta_IS_max:lag10,roberta_IS_max,10,0.4916,0.0383,*,18,MRO_diff
Hiking,roberta_IS_max:lag11,roberta_IS_max,11,0.2678,0.2826,,18,MRO_diff
Hiking,roberta_IS_max:lag12,roberta_IS_max,12,0.2959,0.2332,,18,MRO_diff
Hiking,roberta_IS_max:lag13,roberta_IS_max,13,0.4013,0.0988,,18,MRO_diff
Hiking,roberta_IS_max:lag14,roberta_IS_max,14,0.2664,0.2852,,18,MRO_diff
Hiking,roberta_IS_max:lag15,roberta_IS_max,15,0.2578,0.3016,,18,MRO_diff
Hiking,finbert_MP_mean:lag1,finbert_MP_mean,1,0.187,0.4575,,18,MRO_diff
Hiking,finbert_MP_mean:lag2,finbert_MP_mean,2,0.4368,0.0699,,18,MRO_diff
Hiking,finbert_MP_mean:lag3,finbert_MP_mean,3,0.4272,0.077,,18,MRO_diff
Hiking,finbert_MP_mean:lag4,finbert_MP_mean,4,0.6245,0.0056,**,18,MRO_diff
Hiking,finbert_MP_mean:lag5,finbert_MP_mean,5,0.6971,0.0013,**,18,MRO_diff
Hiking,finbert_MP_mean:lag6,finbert_MP_mean,6,0.7374,0.0005,***,18,MRO_diff
Hiking,finbert_MP_mean:lag7,finbert_MP_mean,7,0.7505,0.0003,***,18,MRO_diff
Hiking,finbert_MP_mean:lag8,finbert_MP_mean,8,0.7491,0.0003,***,18,MRO_diff
Hiking,finbert_MP_mean:lag9,finbert_MP_mean,9,0.7386,0.0005,***,18,MRO_diff
Hiking,finbert_MP_mean:lag10,finbert_MP_mean,10,0.7978,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag11,finbert_MP_mean,11,0.7792,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag12,finbert_MP_mean,12,0.8002,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag13,finbert_MP_mean,13,0.8036,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag14,finbert_MP_mean,14,0.8181,0.0,***,18,MRO_diff
Hiking,finbert_MP_mean:lag15,finbert_MP_mean,15,0.8747,0.0,***,18,MRO_diff
Hiking,roberta_IS_EP_max:lag1,roberta_IS_EP_max,1,-0.3915,0.1081,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag2,roberta_IS_EP_max,2,-0.3088,0.2124,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag3,roberta_IS_EP_max,3,-0.1517,0.5479,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag4,roberta_IS_EP_max,4,-0.0972,0.7013,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag5,roberta_IS_EP_max,5,0.2788,0.2626,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag6,roberta_IS_EP_max,6,0.3357,0.1733,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag7,roberta_IS_EP_max,7,0.5079,0.0314,*,18,MRO_diff
Hiking,roberta_IS_EP_max:lag8,roberta_IS_EP_max,8,0.6729,0.0022,**,18,MRO_diff
Hiking,roberta_IS_EP_max:lag9,roberta_IS_EP_max,9,0.6573,0.003,**,18,MRO_diff
Hiking,roberta_IS_EP_max:lag10,roberta_IS_EP_max,10,0.5033,0.0332,*,18,MRO_diff
Hiking,roberta_IS_EP_max:lag11,roberta_IS_EP_max,11,0.3146,0.2036,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag12,roberta_IS_EP_max,12,0.3374,0.1709,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag13,roberta_IS_EP_max,13,0.4272,0.077,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag14,roberta_IS_EP_max,14,0.31,0.2106,,18,MRO_diff
Hiking,roberta_IS_EP_max:lag15,roberta_IS_EP_max,15,0.2539,0.3093,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag1,finbert_QA_MP_mean,1,0.0564,0.824,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag2,finbert_QA_MP_mean,2,0.3179,0.1985,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag3,finbert_QA_MP_mean,3,0.4417,0.0665,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag4,finbert_QA_MP_mean,4,0.5663,0.0143,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag5,finbert_QA_MP_mean,5,0.5553,0.0167,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag6,finbert_QA_MP_mean,6,0.5596,0.0157,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag7,finbert_QA_MP_mean,7,0.5851,0.0108,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag8,finbert_QA_MP_mean,8,0.6249,0.0056,**,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag9,finbert_QA_MP_mean,9,0.5749,0.0126,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag10,finbert_QA_MP_mean,10,0.7473,0.0004,***,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag11,finbert_QA_MP_mean,11,0.5713,0.0133,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag12,finbert_QA_MP_mean,12,0.6141,0.0067,**,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag13,finbert_QA_MP_mean,13,0.4165,0.0855,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag14,finbert_QA_MP_mean,14,0.4277,0.0766,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag15,finbert_QA_MP_mean,15,0.3766,0.1234,,18,MRO_diff
