Era,Feature,Base,Lag,IsDelta,r,p,sig,n,target
ZLB,finbert_mean:lag10,finbert_mean,10,False,0.0924,0.3784,,93,shadow_diff
ZLB,finbert_mean:lag11,finbert_mean,11,False,0.1242,0.2357,,93,shadow_diff
ZLB,finbert_mean:lag12,finbert_mean,12,False,0.1397,0.1818,,93,shadow_diff
ZLB,finbert_mean:lag13,finbert_mean,13,False,-0.0462,0.6601,,93,shadow_diff
ZLB,finbert_mean:lag14,finbert_mean,14,False,-0.063,0.5486,,93,shadow_diff
ZLB,finbert_mean:lag15,finbert_mean,15,False,0.0332,0.7523,,93,shadow_diff
ZLB,finbert_QA_mean:lag1,finbert_QA_mean,1,False,0.1904,0.0675,,93,shadow_diff
ZLB,finbert_QA_mean:lag2,finbert_QA_mean,2,False,-0.021,0.8417,,93,shadow_diff
ZLB,finbert_QA_mean:lag3,finbert_QA_mean,3,False,0.1408,0.1783,,93,shadow_diff
ZLB,finbert_QA_mean:lag4,finbert_QA_mean,4,False,0.1695,0.1043,,93,shadow_diff
ZLB,finbert_QA_mean:lag5,finbert_QA_mean,5,False,0.1102,0.293,,93,shadow_diff
ZLB,finbert_QA_mean:lag6,finbert_QA_mean,6,False,0.2253,0.0299,*,93,shadow_diff
ZLB,finbert_QA_mean:lag7,finbert_QA_mean,7,False,0.031,0.7681,,93,shadow_diff
ZLB,finbert_QA_mean:lag8,finbert_QA_mean,8,False,0.0692,0.5096,,93,shadow_diff
ZLB,finbert_QA_mean:lag9,finbert_QA_mean,9,False,0.1011,0.335,,93,shadow_diff
ZLB,finbert_QA_mean:lag10,finbert_QA_mean,10,False,0.1633,0.1179,,93,shadow_diff
ZLB,finbert_QA_mean:lag11,finbert_QA_mean,11,False,0.1676,0.1083,,93,shadow_diff
ZLB,finbert_QA_mean:lag12,finbert_QA_mean,12,False,0.1186,0.2574,,93,shadow_diff
ZLB,finbert_QA_mean:lag13,finbert_QA_mean,13,False,-0.0118,0.9107,,93,shadow_diff
ZLB,finbert_QA_mean:lag14,finbert_QA_mean,14,False,-0.0449,0.6691,,93,shadow_diff
ZLB,finbert_QA_mean:lag15,finbert_QA_mean,15,False,-0.0606,0.5642,,93,shadow_diff
ZLB,finbert_QA_min:lag1,finbert_QA_min,1,False,0.0717,0.4944,,93,shadow_diff
ZLB,finbert_QA_min:lag2,finbert_QA_min,2,False,0.1391,0.1835,,93,shadow_diff
ZLB,finbert_QA_min:lag3,finbert_QA_min,3,False,-0.0794,0.4494,,93,shadow_diff
ZLB,finbert_QA_min:lag4,finbert_QA_min,4,False,0.2216,0.0328,*,93,shadow_diff
ZLB,finbert_QA_min:lag5,finbert_QA_min,5,False,0.0352,0.738,,93,shadow_diff
ZLB,finbert_QA_min:lag6,finbert_QA_min,6,False,0.0801,0.4455,,93,shadow_diff
ZLB,finbert_QA_min:lag7,finbert_QA_min,7,False,-0.1477,0.1578,,93,shadow_diff
ZLB,finbert_QA_min:lag8,finbert_QA_min,8,False,0.0776,0.4599,,93,shadow_diff
ZLB,finbert_QA_min:lag9,finbert_QA_min,9,False,0.0477,0.6497,,93,shadow_diff
ZLB,finbert_QA_min:lag10,finbert_QA_min,10,False,0.0851,0.4172,,93,shadow_diff
ZLB,finbert_QA_min:lag11,finbert_QA_min,11,False,0.084,0.4235,,93,shadow_diff
ZLB,finbert_QA_min:lag12,finbert_QA_min,12,False,-0.0554,0.5977,,93,shadow_diff
ZLB,finbert_QA_min:lag13,finbert_QA_min,13,False,-0.126,0.2288,,93,shadow_diff
ZLB,finbert_QA_min:lag14,finbert_QA_min,14,False,0.161,0.1231,,93,shadow_diff
ZLB,finbert_QA_min:lag15,finbert_QA_min,15,False,-0.0137,0.8964,,93,shadow_diff
ZLB,finbert_MP_mean:lag1,finbert_MP_mean,1,False,0.0379,0.7182,,93,shadow_diff
ZLB,finbert_MP_mean:lag2,finbert_MP_mean,2,False,0.0359,0.7329,,93,shadow_diff
ZLB,finbert_MP_mean:lag3,finbert_MP_mean,3,False,-0.026,0.8045,,93,shadow_diff
ZLB,finbert_MP_mean:lag4,finbert_MP_mean,4,False,0.2231,0.0316,*,93,shadow_diff
ZLB,finbert_MP_mean:lag5,finbert_MP_mean,5,False,0.0405,0.6997,,93,shadow_diff
ZLB,finbert_MP_mean:lag6,finbert_MP_mean,6,False,0.1327,0.2048,,93,shadow_diff
ZLB,finbert_MP_mean:lag7,finbert_MP_mean,7,False,0.1002,0.3392,,93,shadow_diff
ZLB,finbert_MP_mean:lag8,finbert_MP_mean,8,False,-0.0421,0.6889,,93,shadow_diff
ZLB,finbert_MP_mean:lag9,finbert_MP_mean,9,False,0.0571,0.587,,93,shadow_diff
ZLB,finbert_MP_mean:lag10,finbert_MP_mean,10,False,0.0194,0.8533,,93,shadow_diff
ZLB,finbert_MP_mean:lag11,finbert_MP_mean,11,False,0.125,0.2326,,93,shadow_diff
ZLB,finbert_MP_mean:lag12,finbert_MP_mean,12,False,0.1583,0.1296,,93,shadow_diff
ZLB,finbert_MP_mean:lag13,finbert_MP_mean,13,False,-0.1468,0.1603,,93,shadow_diff
ZLB,finbert_MP_mean:lag14,finbert_MP_mean,14,False,-0.13,0.2144,,93,shadow_diff
ZLB,finbert_MP_mean:lag15,finbert_MP_mean,15,False,0.0786,0.454,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag1,finbert_QA_MP_mean,1,False,0.0696,0.5071,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag2,finbert_QA_MP_mean,2,False,-0.002,0.9851,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag3,finbert_QA_MP_mean,3,False,0.0289,0.7832,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag4,finbert_QA_MP_mean,4,False,0.2051,0.0485,*,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag5,finbert_QA_MP_mean,5,False,0.0967,0.3563,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag6,finbert_QA_MP_mean,6,False,0.2503,0.0155,*,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag7,finbert_QA_MP_mean,7,False,0.0742,0.4795,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag8,finbert_QA_MP_mean,8,False,-0.0283,0.788,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag9,finbert_QA_MP_mean,9,False,0.0934,0.373,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag10,finbert_QA_MP_mean,10,False,0.0364,0.729,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag11,finbert_QA_MP_mean,11,False,0.1769,0.0899,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag12,finbert_QA_MP_mean,12,False,0.2176,0.0362,*,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag13,finbert_QA_MP_mean,13,False,-0.112,0.2853,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag14,finbert_QA_MP_mean,14,False,-0.1096,0.2958,,93,shadow_diff
ZLB,finbert_QA_MP_mean:lag15,finbert_QA_MP_mean,15,False,0.0453,0.6662,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag1,finbert_QA_EP_min,1,False,0.0693,0.5089,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag2,finbert_QA_EP_min,2,False,-0.0713,0.4973,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag3,finbert_QA_EP_min,3,False,-0.0352,0.7378,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag4,finbert_QA_EP_min,4,False,0.1203,0.2506,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag5,finbert_QA_EP_min,5,False,-0.0465,0.6582,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag6,finbert_QA_EP_min,6,False,0.1949,0.0612,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag7,finbert_QA_EP_min,7,False,-0.1876,0.0717,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag8,finbert_QA_EP_min,8,False,0.1107,0.2909,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag9,finbert_QA_EP_min,9,False,0.0223,0.8322,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag10,finbert_QA_EP_min,10,False,0.1758,0.0919,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag11,finbert_QA_EP_min,11,False,-0.0284,0.787,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag12,finbert_QA_EP_min,12,False,-0.0501,0.6336,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag13,finbert_QA_EP_min,13,False,-0.0826,0.4311,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag14,finbert_QA_EP_min,14,False,-0.0001,0.9996,,93,shadow_diff
ZLB,finbert_QA_EP_min:lag15,finbert_QA_EP_min,15,False,-0.0184,0.861,,93,shadow_diff
Hiking,finbert_mean,finbert_mean,0,False,-0.2019,0.4218,,18,MRO_diff
Hiking,finbert_QA_mean,finbert_QA_mean,0,False,-0.035,0.8904,,18,MRO_diff
Hiking,finbert_QA_min,finbert_QA_min,0,False,-0.3592,0.1433,,18,MRO_diff
Hiking,finbert_MP_mean,finbert_MP_mean,0,False,0.0014,0.9956,,18,MRO_diff
Hiking,finbert_QA_MP_mean,finbert_QA_MP_mean,0,False,0.1168,0.6445,,18,MRO_diff
Hiking,finbert_QA_EP_min,finbert_QA_EP_min,0,False,-0.0668,0.7922,,18,MRO_diff
Hiking,finbert_mean:lag1,finbert_mean,1,False,0.1334,0.5977,,18,MRO_diff
Hiking,finbert_mean:lag2,finbert_mean,2,False,0.3848,0.1149,,18,MRO_diff
Hiking,finbert_mean:lag3,finbert_mean,3,False,0.3779,0.122,,18,MRO_diff
Hiking,finbert_mean:lag4,finbert_mean,4,False,0.6126,0.0069,**,18,MRO_diff
Hiking,finbert_mean:lag5,finbert_mean,5,False,0.7118,0.0009,***,18,MRO_diff
Hiking,finbert_mean:lag6,finbert_mean,6,False,0.8365,0.0,***,18,MRO_diff
Hiking,finbert_mean:lag7,finbert_mean,7,False,0.7915,0.0001,***,18,MRO_diff
Hiking,finbert_mean:lag8,finbert_mean,8,False,0.7568,0.0003,***,18,MRO_diff
Hiking,finbert_mean:lag9,finbert_mean,9,False,0.7862,0.0001,***,18,MRO_diff
Hiking,finbert_mean:lag10,finbert_mean,10,False,0.8532,0.0,***,18,MRO_diff
Hiking,finbert_mean:lag11,finbert_mean,11,False,0.7978,0.0001,***,18,MRO_diff
Hiking,finbert_mean:lag12,finbert_mean,12,False,0.8226,0.0,***,18,MRO_diff
Hiking,finbert_mean:lag13,finbert_mean,13,False,0.8375,0.0,***,18,MRO_diff
Hiking,finbert_mean:lag14,finbert_mean,14,False,0.823,0.0,***,18,MRO_diff
Hiking,finbert_mean:lag15,finbert_mean,15,False,0.8487,0.0,***,18,MRO_diff
Hiking,finbert_QA_mean:lag1,finbert_QA_mean,1,False,0.0632,0.8031,,18,MRO_diff
Hiking,finbert_QA_mean:lag2,finbert_QA_mean,2,False,0.2262,0.3668,,18,MRO_diff
Hiking,finbert_QA_mean:lag3,finbert_QA_mean,3,False,0.5503,0.018,*,18,MRO_diff
Hiking,finbert_QA_mean:lag4,finbert_QA_mean,4,False,0.6033,0.008,**,18,MRO_diff
Hiking,finbert_QA_mean:lag5,finbert_QA_mean,5,False,0.6184,0.0062,**,18,MRO_diff
Hiking,finbert_QA_mean:lag6,finbert_QA_mean,6,False,0.695,0.0014,**,18,MRO_diff
Hiking,finbert_QA_mean:lag7,finbert_QA_mean,7,False,0.6291,0.0052,**,18,MRO_diff
Hiking,finbert_QA_mean:lag8,finbert_QA_mean,8,False,0.5872,0.0104,*,18,MRO_diff
Hiking,finbert_QA_mean:lag9,finbert_QA_mean,9,False,0.6344,0.0047,**,18,MRO_diff
Hiking,finbert_QA_mean:lag10,finbert_QA_mean,10,False,0.7765,0.0002,***,18,MRO_diff
Hiking,finbert_QA_mean:lag11,finbert_QA_mean,11,False,0.5544,0.017,*,18,MRO_diff
Hiking,finbert_QA_mean:lag12,finbert_QA_mean,12,False,0.6038,0.008,**,18,MRO_diff
Hiking,finbert_QA_mean:lag13,finbert_QA_mean,13,False,0.4401,0.0676,,18,MRO_diff
Hiking,finbert_QA_mean:lag14,finbert_QA_mean,14,False,0.5091,0.0309,*,18,MRO_diff
Hiking,finbert_QA_mean:lag15,finbert_QA_mean,15,False,0.4329,0.0728,,18,MRO_diff
Hiking,finbert_QA_min:lag1,finbert_QA_min,1,False,-0.1195,0.6366,,18,MRO_diff
Hiking,finbert_QA_min:lag2,finbert_QA_min,2,False,0.1555,0.5378,,18,MRO_diff
Hiking,finbert_QA_min:lag3,finbert_QA_min,3,False,0.4562,0.0571,,18,MRO_diff
Hiking,finbert_QA_min:lag4,finbert_QA_min,4,False,0.4185,0.0839,,18,MRO_diff
Hiking,finbert_QA_min:lag5,finbert_QA_min,5,False,0.3622,0.1396,,18,MRO_diff
Hiking,finbert_QA_min:lag6,finbert_QA_min,6,False,0.4367,0.07,,18,MRO_diff
Hiking,finbert_QA_min:lag7,finbert_QA_min,7,False,0.3525,0.1514,,18,MRO_diff
Hiking,finbert_QA_min:lag8,finbert_QA_min,8,False,0.3922,0.1074,,18,MRO_diff
Hiking,finbert_QA_min:lag9,finbert_QA_min,9,False,0.3242,0.1893,,18,MRO_diff
Hiking,finbert_QA_min:lag10,finbert_QA_min,10,False,0.5163,0.0283,*,18,MRO_diff
Hiking,finbert_QA_min:lag11,finbert_QA_min,11,False,0.6117,0.007,**,18,MRO_diff
Hiking,finbert_QA_min:lag12,finbert_QA_min,12,False,0.5511,0.0178,*,18,MRO_diff
Hiking,finbert_QA_min:lag13,finbert_QA_min,13,False,0.467,0.0507,,18,MRO_diff
Hiking,finbert_QA_min:lag14,finbert_QA_min,14,False,0.6055,0.0077,**,18,MRO_diff
Hiking,finbert_QA_min:lag15,finbert_QA_min,15,False,0.3169,0.2001,,18,MRO_diff
Hiking,finbert_MP_mean:lag1,finbert_MP_mean,1,False,0.187,0.4575,,18,MRO_diff
Hiking,finbert_MP_mean:lag2,finbert_MP_mean,2,False,0.4368,0.0699,,18,MRO_diff
Hiking,finbert_MP_mean:lag3,finbert_MP_mean,3,False,0.4272,0.077,,18,MRO_diff
Hiking,finbert_MP_mean:lag4,finbert_MP_mean,4,False,0.6245,0.0056,**,18,MRO_diff
Hiking,finbert_MP_mean:lag5,finbert_MP_mean,5,False,0.6971,0.0013,**,18,MRO_diff
Hiking,finbert_MP_mean:lag6,finbert_MP_mean,6,False,0.7374,0.0005,***,18,MRO_diff
Hiking,finbert_MP_mean:lag7,finbert_MP_mean,7,False,0.7505,0.0003,***,18,MRO_diff
Hiking,finbert_MP_mean:lag8,finbert_MP_mean,8,False,0.7491,0.0003,***,18,MRO_diff
Hiking,finbert_MP_mean:lag9,finbert_MP_mean,9,False,0.7386,0.0005,***,18,MRO_diff
Hiking,finbert_MP_mean:lag10,finbert_MP_mean,10,False,0.7978,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag11,finbert_MP_mean,11,False,0.7792,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag12,finbert_MP_mean,12,False,0.8002,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag13,finbert_MP_mean,13,False,0.8036,0.0001,***,18,MRO_diff
Hiking,finbert_MP_mean:lag14,finbert_MP_mean,14,False,0.8181,0.0,***,18,MRO_diff
Hiking,finbert_MP_mean:lag15,finbert_MP_mean,15,False,0.8747,0.0,***,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag1,finbert_QA_MP_mean,1,False,0.0564,0.824,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag2,finbert_QA_MP_mean,2,False,0.3179,0.1985,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag3,finbert_QA_MP_mean,3,False,0.4417,0.0665,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag4,finbert_QA_MP_mean,4,False,0.5663,0.0143,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag5,finbert_QA_MP_mean,5,False,0.5553,0.0167,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag6,finbert_QA_MP_mean,6,False,0.5596,0.0157,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag7,finbert_QA_MP_mean,7,False,0.5851,0.0108,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag8,finbert_QA_MP_mean,8,False,0.6249,0.0056,**,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag9,finbert_QA_MP_mean,9,False,0.5749,0.0126,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag10,finbert_QA_MP_mean,10,False,0.7473,0.0004,***,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag11,finbert_QA_MP_mean,11,False,0.5713,0.0133,*,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag12,finbert_QA_MP_mean,12,False,0.6141,0.0067,**,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag13,finbert_QA_MP_mean,13,False,0.4165,0.0855,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag14,finbert_QA_MP_mean,14,False,0.4277,0.0766,,18,MRO_diff
Hiking,finbert_QA_MP_mean:lag15,finbert_QA_MP_mean,15,False,0.3766,0.1234,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag1,finbert_QA_EP_min,1,False,0.1828,0.4678,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag2,finbert_QA_EP_min,2,False,0.2636,0.2905,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag3,finbert_QA_EP_min,3,False,0.4498,0.0611,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag4,finbert_QA_EP_min,4,False,0.2336,0.3509,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag5,finbert_QA_EP_min,5,False,0.0511,0.8405,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag6,finbert_QA_EP_min,6,False,0.2658,0.2865,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag7,finbert_QA_EP_min,7,False,0.0466,0.8544,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag8,finbert_QA_EP_min,8,False,0.0996,0.6942,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag9,finbert_QA_EP_min,9,False,-0.0075,0.9763,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag10,finbert_QA_EP_min,10,False,0.1906,0.4488,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag11,finbert_QA_EP_min,11,False,0.1888,0.4532,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag12,finbert_QA_EP_min,12,False,0.0982,0.6982,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag13,finbert_QA_EP_min,13,False,0.0737,0.7714,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag14,finbert_QA_EP_min,14,False,0.1255,0.6197,,18,MRO_diff
Hiking,finbert_QA_EP_min:lag15,finbert_QA_EP_min,15,False,-0.1054,0.6772,,18,MRO_diff
