Era,Feature,Base,Lag,IsDelta,r,p,sig,n,target
Full_composite,finbert_max,finbert_max,0,False,0.098,0.2954,,116,composite_diff
Full_composite,roberta_max,roberta_max,0,False,0.0577,0.5383,,116,composite_diff
Full_composite,finbert_mean,finbert_mean,0,False,0.1339,0.1517,,116,composite_diff
Full_composite,roberta_mean,roberta_mean,0,False,0.0769,0.4116,,116,composite_diff
Full_composite,finbert_min,finbert_min,0,False,0.0389,0.6782,,116,composite_diff
Full_composite,roberta_min,roberta_min,0,False,-0.0719,0.4428,,116,composite_diff
Full_composite,finbert_std,finbert_std,0,False,0.0591,0.5283,,116,composite_diff
Full_composite,roberta_std,roberta_std,0,False,0.1064,0.2558,,116,composite_diff
Full_composite,finbert_IS_max,finbert_IS_max,0,False,0.1009,0.2813,,116,composite_diff
Full_composite,finbert_QA_max,finbert_QA_max,0,False,0.0903,0.3352,,116,composite_diff
Full_composite,roberta_IS_max,roberta_IS_max,0,False,0.1135,0.2251,,116,composite_diff
Full_composite,roberta_QA_max,roberta_QA_max,0,False,0.0341,0.7163,,116,composite_diff
Full_composite,finbert_IS_mean,finbert_IS_mean,0,False,0.0402,0.6681,,116,composite_diff
Full_composite,finbert_QA_mean,finbert_QA_mean,0,False,0.1716,0.0655,,116,composite_diff
Full_composite,roberta_IS_mean,roberta_IS_mean,0,False,0.0078,0.9338,,116,composite_diff
Full_composite,roberta_QA_mean,roberta_QA_mean,0,False,0.0965,0.3028,,116,composite_diff
Full_composite,finbert_IS_min,finbert_IS_min,0,False,0.1671,0.0729,,116,composite_diff
Full_composite,finbert_QA_min,finbert_QA_min,0,False,0.0886,0.3442,,116,composite_diff
Full_composite,roberta_IS_min,roberta_IS_min,0,False,-0.0589,0.53,,116,composite_diff
Full_composite,roberta_QA_min,roberta_QA_min,0,False,-0.0702,0.454,,116,composite_diff
Full_composite,finbert_IS_std,finbert_IS_std,0,False,-0.0288,0.7586,,116,composite_diff
Full_composite,finbert_QA_std,finbert_QA_std,0,False,-0.0036,0.9694,,116,composite_diff
Full_composite,roberta_IS_std,roberta_IS_std,0,False,0.1525,0.1021,,116,composite_diff
Full_composite,roberta_QA_std,roberta_QA_std,0,False,0.0648,0.4897,,116,composite_diff
Full_composite,finbert_EP_max,finbert_EP_max,0,False,0.121,0.1955,,116,composite_diff
Full_composite,finbert_FS_max,finbert_FS_max,0,False,-0.1614,0.0835,,116,composite_diff
Full_composite,finbert_MP_max,finbert_MP_max,0,False,0.1317,0.1587,,116,composite_diff
Full_composite,roberta_EP_max,roberta_EP_max,0,False,0.1414,0.1299,,116,composite_diff
Full_composite,roberta_FS_max,roberta_FS_max,0,False,0.0219,0.8156,,116,composite_diff
Full_composite,roberta_MP_max,roberta_MP_max,0,False,-0.0748,0.4249,,116,composite_diff
Full_composite,finbert_EP_mean,finbert_EP_mean,0,False,-0.0269,0.7743,,116,composite_diff
Full_composite,finbert_FS_mean,finbert_FS_mean,0,False,0.0603,0.5204,,116,composite_diff
Full_composite,finbert_MP_mean,finbert_MP_mean,0,False,0.1597,0.0869,,116,composite_diff
Full_composite,roberta_EP_mean,roberta_EP_mean,0,False,0.1273,0.1734,,116,composite_diff
Full_composite,roberta_FS_mean,roberta_FS_mean,0,False,0.0156,0.8676,,116,composite_diff
Full_composite,roberta_MP_mean,roberta_MP_mean,0,False,-0.073,0.4362,,116,composite_diff
Full_composite,finbert_EP_min,finbert_EP_min,0,False,0.0896,0.3386,,116,composite_diff
Full_composite,finbert_FS_min,finbert_FS_min,0,False,0.1574,0.0916,,116,composite_diff
Full_composite,finbert_MP_min,finbert_MP_min,0,False,0.1856,0.0461,*,116,composite_diff
Full_composite,roberta_EP_min,roberta_EP_min,0,False,0.0219,0.8158,,116,composite_diff
Full_composite,roberta_FS_min,roberta_FS_min,0,False,0.1297,0.1653,,116,composite_diff
Full_composite,roberta_MP_min,roberta_MP_min,0,False,-0.1268,0.1749,,116,composite_diff
Full_composite,finbert_EP_std,finbert_EP_std,0,False,0.0628,0.5033,,116,composite_diff
Full_composite,finbert_FS_std,finbert_FS_std,0,False,-0.1398,0.1344,,116,composite_diff
Full_composite,finbert_MP_std,finbert_MP_std,0,False,-0.0926,0.323,,116,composite_diff
Full_composite,roberta_EP_std,roberta_EP_std,0,False,0.045,0.6316,,116,composite_diff
Full_composite,roberta_FS_std,roberta_FS_std,0,False,0.047,0.6161,,116,composite_diff
Full_composite,roberta_MP_std,roberta_MP_std,0,False,0.0415,0.6581,,116,composite_diff
Full_composite,finbert_IS_EP_max,finbert_IS_EP_max,0,False,0.1445,0.1218,,116,composite_diff
Full_composite,finbert_IS_MP_max,finbert_IS_MP_max,0,False,0.1784,0.0553,,116,composite_diff
Full_composite,finbert_QA_EP_max,finbert_QA_EP_max,0,False,0.01,0.9153,,116,composite_diff
Full_composite,finbert_QA_FS_max,finbert_QA_FS_max,0,False,0.0905,0.3341,,116,composite_diff
Full_composite,finbert_QA_MP_max,finbert_QA_MP_max,0,False,0.0885,0.3446,,116,composite_diff
Full_composite,roberta_IS_EP_max,roberta_IS_EP_max,0,False,-0.0289,0.7581,,116,composite_diff
Full_composite,roberta_IS_MP_max,roberta_IS_MP_max,0,False,-0.1164,0.2135,,116,composite_diff
Full_composite,roberta_QA_EP_max,roberta_QA_EP_max,0,False,0.039,0.6777,,116,composite_diff
Full_composite,roberta_QA_FS_max,roberta_QA_FS_max,0,False,-0.0314,0.7378,,116,composite_diff
Full_composite,roberta_QA_MP_max,roberta_QA_MP_max,0,False,0.0548,0.5593,,116,composite_diff
Full_composite,finbert_IS_EP_mean,finbert_IS_EP_mean,0,False,-0.0158,0.8666,,116,composite_diff
Full_composite,finbert_IS_MP_mean,finbert_IS_MP_mean,0,False,0.1292,0.1669,,116,composite_diff
Full_composite,finbert_QA_EP_mean,finbert_QA_EP_mean,0,False,0.0542,0.5632,,116,composite_diff
Full_composite,finbert_QA_FS_mean,finbert_QA_FS_mean,0,False,0.0853,0.3627,,116,composite_diff
Full_composite,finbert_QA_MP_mean,finbert_QA_MP_mean,0,False,0.1554,0.0959,,116,composite_diff
Full_composite,roberta_IS_EP_mean,roberta_IS_EP_mean,0,False,0.1123,0.23,,116,composite_diff
Full_composite,roberta_IS_MP_mean,roberta_IS_MP_mean,0,False,-0.1161,0.2145,,116,composite_diff
Full_composite,roberta_QA_EP_mean,roberta_QA_EP_mean,0,False,0.0883,0.3461,,116,composite_diff
Full_composite,roberta_QA_FS_mean,roberta_QA_FS_mean,0,False,-0.0315,0.7371,,116,composite_diff
Full_composite,roberta_QA_MP_mean,roberta_QA_MP_mean,0,False,0.0238,0.7995,,116,composite_diff
Full_composite,finbert_IS_EP_min,finbert_IS_EP_min,0,False,0.06,0.5222,,116,composite_diff
Full_composite,finbert_IS_MP_min,finbert_IS_MP_min,0,False,0.1263,0.1766,,116,composite_diff
Full_composite,finbert_QA_EP_min,finbert_QA_EP_min,0,False,-0.0231,0.8055,,116,composite_diff
Full_composite,finbert_QA_FS_min,finbert_QA_FS_min,0,False,0.0223,0.8118,,116,composite_diff
Full_composite,finbert_QA_MP_min,finbert_QA_MP_min,0,False,0.2044,0.0278,*,116,composite_diff
Full_composite,roberta_IS_EP_min,roberta_IS_EP_min,0,False,0.015,0.8729,,116,composite_diff
Full_composite,roberta_IS_MP_min,roberta_IS_MP_min,0,False,-0.0685,0.465,,116,composite_diff
Full_composite,roberta_QA_EP_min,roberta_QA_EP_min,0,False,0.0746,0.4261,,116,composite_diff
Full_composite,roberta_QA_FS_min,roberta_QA_FS_min,0,False,-0.0277,0.7678,,116,composite_diff
Full_composite,roberta_QA_MP_min,roberta_QA_MP_min,0,False,-0.1034,0.2695,,116,composite_diff
Full_composite,finbert_IS_EP_std,finbert_IS_EP_std,0,False,-0.0432,0.6454,,116,composite_diff
Full_composite,finbert_IS_MP_std,finbert_IS_MP_std,0,False,-0.0564,0.5475,,116,composite_diff
Full_composite,finbert_QA_EP_std,finbert_QA_EP_std,0,False,0.0067,0.9434,,116,composite_diff
Full_composite,finbert_QA_FS_std,finbert_QA_FS_std,0,False,0.079,0.3995,,116,composite_diff
Full_composite,finbert_QA_MP_std,finbert_QA_MP_std,0,False,-0.1251,0.181,,116,composite_diff
Full_composite,roberta_IS_EP_std,roberta_IS_EP_std,0,False,-0.0782,0.4038,,116,composite_diff
Full_composite,roberta_IS_MP_std,roberta_IS_MP_std,0,False,0.0006,0.9951,,116,composite_diff
Full_composite,roberta_QA_EP_std,roberta_QA_EP_std,0,False,0.0184,0.8446,,116,composite_diff
Full_composite,roberta_QA_FS_std,roberta_QA_FS_std,0,False,0.008,0.9319,,116,composite_diff
Full_composite,roberta_QA_MP_std,roberta_QA_MP_std,0,False,0.0686,0.4645,,116,composite_diff
Full_composite,finbert_max:lag1,finbert_max,1,False,0.0744,0.4271,,116,composite_diff
Full_composite,finbert_max:lag2,finbert_max,2,False,-0.1176,0.2087,,116,composite_diff
Full_composite,finbert_max:lag3,finbert_max,3,False,-0.1552,0.0962,,116,composite_diff
Full_composite,finbert_max:lag4,finbert_max,4,False,0.1121,0.2308,,116,composite_diff
Full_composite,finbert_max:lag5,finbert_max,5,False,-0.0391,0.6783,,115,composite_diff
Full_composite,finbert_max:lag6,finbert_max,6,False,-0.034,0.7181,,115,composite_diff
Full_composite,finbert_max:lag7,finbert_max,7,False,-0.0957,0.3091,,115,composite_diff
Full_composite,finbert_max:lag8,finbert_max,8,False,-0.0124,0.8957,,115,composite_diff
Full_composite,finbert_max:lag9,finbert_max,9,False,-0.0446,0.6359,,115,composite_diff
Full_composite,finbert_max:lag10,finbert_max,10,False,-0.0758,0.4206,,115,composite_diff
Full_composite,finbert_max:lag11,finbert_max,11,False,-0.1133,0.23,,114,composite_diff
Full_composite,finbert_max:lag12,finbert_max,12,False,-0.0023,0.9805,,114,composite_diff
Full_composite,finbert_max:lag13,finbert_max,13,False,-0.1244,0.1871,,114,composite_diff
Full_composite,finbert_max:lag14,finbert_max,14,False,-0.13,0.17,,113,composite_diff
Full_composite,finbert_max:lag15,finbert_max,15,False,-0.0263,0.7828,,112,composite_diff
Full_composite,roberta_max:lag1,roberta_max,1,False,0.1579,0.0905,,116,composite_diff
Full_composite,roberta_max:lag2,roberta_max,2,False,0.0944,0.3133,,116,composite_diff
Full_composite,roberta_max:lag3,roberta_max,3,False,0.1029,0.2719,,116,composite_diff
Full_composite,roberta_max:lag4,roberta_max,4,False,0.0831,0.3754,,116,composite_diff
Full_composite,roberta_max:lag5,roberta_max,5,False,0.0046,0.9614,,115,composite_diff
Full_composite,roberta_max:lag6,roberta_max,6,False,-0.0194,0.8374,,115,composite_diff
Full_composite,roberta_max:lag7,roberta_max,7,False,-0.0687,0.4656,,115,composite_diff
Full_composite,roberta_max:lag8,roberta_max,8,False,-0.0647,0.4923,,115,composite_diff
Full_composite,roberta_max:lag9,roberta_max,9,False,-0.1714,0.0669,,115,composite_diff
Full_composite,roberta_max:lag10,roberta_max,10,False,-0.0291,0.7574,,115,composite_diff
Full_composite,roberta_max:lag11,roberta_max,11,False,0.0419,0.6583,,114,composite_diff
Full_composite,roberta_max:lag12,roberta_max,12,False,-0.0695,0.4628,,114,composite_diff
Full_composite,roberta_max:lag13,roberta_max,13,False,-0.0092,0.9227,,114,composite_diff
Full_composite,roberta_max:lag14,roberta_max,14,False,-0.1349,0.1543,,113,composite_diff
Full_composite,roberta_max:lag15,roberta_max,15,False,-0.1059,0.2664,,112,composite_diff
Full_composite,finbert_mean:lag1,finbert_mean,1,False,0.2161,0.0198,*,116,composite_diff
Full_composite,finbert_mean:lag2,finbert_mean,2,False,0.1735,0.0625,,116,composite_diff
Full_composite,finbert_mean:lag3,finbert_mean,3,False,0.2197,0.0178,*,116,composite_diff
Full_composite,finbert_mean:lag4,finbert_mean,4,False,0.3297,0.0003,***,116,composite_diff
Full_composite,finbert_mean:lag5,finbert_mean,5,False,0.1413,0.1319,,115,composite_diff
Full_composite,finbert_mean:lag6,finbert_mean,6,False,0.2536,0.0062,**,115,composite_diff
Full_composite,finbert_mean:lag7,finbert_mean,7,False,0.1979,0.034,*,115,composite_diff
Full_composite,finbert_mean:lag8,finbert_mean,8,False,0.1646,0.0789,,115,composite_diff
Full_composite,finbert_mean:lag9,finbert_mean,9,False,0.151,0.1071,,115,composite_diff
Full_composite,finbert_mean:lag10,finbert_mean,10,False,0.2751,0.0029,**,115,composite_diff
Full_composite,finbert_mean:lag11,finbert_mean,11,False,0.1798,0.0556,,114,composite_diff
Full_composite,finbert_mean:lag12,finbert_mean,12,False,0.1368,0.1465,,114,composite_diff
Full_composite,finbert_mean:lag13,finbert_mean,13,False,0.1084,0.2507,,114,composite_diff
Full_composite,finbert_mean:lag14,finbert_mean,14,False,0.032,0.7366,,113,composite_diff
Full_composite,finbert_mean:lag15,finbert_mean,15,False,0.1378,0.1472,,112,composite_diff
Full_composite,roberta_mean:lag1,roberta_mean,1,False,0.1301,0.1641,,116,composite_diff
Full_composite,roberta_mean:lag2,roberta_mean,2,False,-0.0389,0.6788,,116,composite_diff
Full_composite,roberta_mean:lag3,roberta_mean,3,False,0.1338,0.152,,116,composite_diff
Full_composite,roberta_mean:lag4,roberta_mean,4,False,0.2359,0.0108,*,116,composite_diff
Full_composite,roberta_mean:lag5,roberta_mean,5,False,0.1262,0.1789,,115,composite_diff
Full_composite,roberta_mean:lag6,roberta_mean,6,False,0.1207,0.1987,,115,composite_diff
Full_composite,roberta_mean:lag7,roberta_mean,7,False,0.1821,0.0514,,115,composite_diff
Full_composite,roberta_mean:lag8,roberta_mean,8,False,0.1567,0.0944,,115,composite_diff
Full_composite,roberta_mean:lag9,roberta_mean,9,False,0.1564,0.0951,,115,composite_diff
Full_composite,roberta_mean:lag10,roberta_mean,10,False,0.2502,0.007,**,115,composite_diff
Full_composite,roberta_mean:lag11,roberta_mean,11,False,0.0784,0.4072,,114,composite_diff
Full_composite,roberta_mean:lag12,roberta_mean,12,False,0.1005,0.2873,,114,composite_diff
Full_composite,roberta_mean:lag13,roberta_mean,13,False,0.167,0.0758,,114,composite_diff
Full_composite,roberta_mean:lag14,roberta_mean,14,False,0.0861,0.3645,,113,composite_diff
Full_composite,roberta_mean:lag15,roberta_mean,15,False,0.1093,0.2514,,112,composite_diff
Full_composite,finbert_min:lag1,finbert_min,1,False,0.1833,0.0489,*,116,composite_diff
Full_composite,finbert_min:lag2,finbert_min,2,False,0.0889,0.3425,,116,composite_diff
Full_composite,finbert_min:lag3,finbert_min,3,False,0.1589,0.0884,,116,composite_diff
Full_composite,finbert_min:lag4,finbert_min,4,False,0.0815,0.3846,,116,composite_diff
Full_composite,finbert_min:lag5,finbert_min,5,False,-0.038,0.6866,,115,composite_diff
Full_composite,finbert_min:lag6,finbert_min,6,False,0.0719,0.4453,,115,composite_diff
Full_composite,finbert_min:lag7,finbert_min,7,False,0.0295,0.754,,115,composite_diff
Full_composite,finbert_min:lag8,finbert_min,8,False,0.0527,0.5762,,115,composite_diff
Full_composite,finbert_min:lag9,finbert_min,9,False,0.1212,0.1968,,115,composite_diff
Full_composite,finbert_min:lag10,finbert_min,10,False,-0.0164,0.8623,,115,composite_diff
Full_composite,finbert_min:lag11,finbert_min,11,False,0.0651,0.4914,,114,composite_diff
Full_composite,finbert_min:lag12,finbert_min,12,False,-0.0209,0.8257,,114,composite_diff
Full_composite,finbert_min:lag13,finbert_min,13,False,-0.0134,0.8872,,114,composite_diff
Full_composite,finbert_min:lag14,finbert_min,14,False,0.0625,0.5107,,113,composite_diff
Full_composite,finbert_min:lag15,finbert_min,15,False,-0.0019,0.9843,,112,composite_diff
Full_composite,roberta_min:lag1,roberta_min,1,False,-0.0901,0.336,,116,composite_diff
Full_composite,roberta_min:lag2,roberta_min,2,False,0.1012,0.2795,,116,composite_diff
Full_composite,roberta_min:lag3,roberta_min,3,False,0.175,0.0602,,116,composite_diff
Full_composite,roberta_min:lag4,roberta_min,4,False,-0.0539,0.5655,,116,composite_diff
Full_composite,roberta_min:lag5,roberta_min,5,False,0.1498,0.1101,,115,composite_diff
Full_composite,roberta_min:lag6,roberta_min,6,False,0.0014,0.9879,,115,composite_diff
Full_composite,roberta_min:lag7,roberta_min,7,False,0.1533,0.1019,,115,composite_diff
Full_composite,roberta_min:lag8,roberta_min,8,False,0.1064,0.2576,,115,composite_diff
Full_composite,roberta_min:lag9,roberta_min,9,False,-0.0776,0.4099,,115,composite_diff
Full_composite,roberta_min:lag10,roberta_min,10,False,0.1809,0.053,,115,composite_diff
Full_composite,roberta_min:lag11,roberta_min,11,False,0.1641,0.0811,,114,composite_diff
Full_composite,roberta_min:lag12,roberta_min,12,False,-0.0375,0.6922,,114,composite_diff
Full_composite,roberta_min:lag13,roberta_min,13,False,0.1907,0.0422,*,114,composite_diff
Full_composite,roberta_min:lag14,roberta_min,14,False,0.1341,0.1566,,113,composite_diff
Full_composite,roberta_min:lag15,roberta_min,15,False,-0.0078,0.9349,,112,composite_diff
Full_composite,finbert_std:lag1,finbert_std,1,False,-0.1071,0.2525,,116,composite_diff
Full_composite,finbert_std:lag2,finbert_std,2,False,-0.146,0.1179,,116,composite_diff
Full_composite,finbert_std:lag3,finbert_std,3,False,-0.0731,0.4353,,116,composite_diff
Full_composite,finbert_std:lag4,finbert_std,4,False,0.0412,0.6606,,116,composite_diff
Full_composite,finbert_std:lag5,finbert_std,5,False,-0.0051,0.9568,,115,composite_diff
Full_composite,finbert_std:lag6,finbert_std,6,False,-0.0664,0.4808,,115,composite_diff
Full_composite,finbert_std:lag7,finbert_std,7,False,0.0348,0.7116,,115,composite_diff
Full_composite,finbert_std:lag8,finbert_std,8,False,-0.0664,0.481,,115,composite_diff
Full_composite,finbert_std:lag9,finbert_std,9,False,-0.139,0.1385,,115,composite_diff
Full_composite,finbert_std:lag10,finbert_std,10,False,-0.1643,0.0793,,115,composite_diff
Full_composite,finbert_std:lag11,finbert_std,11,False,-0.0352,0.7101,,114,composite_diff
Full_composite,finbert_std:lag12,finbert_std,12,False,0.0339,0.7206,,114,composite_diff
Full_composite,finbert_std:lag13,finbert_std,13,False,0.0551,0.5607,,114,composite_diff
Full_composite,finbert_std:lag14,finbert_std,14,False,-0.1373,0.1471,,113,composite_diff
Full_composite,finbert_std:lag15,finbert_std,15,False,-0.01,0.9165,,112,composite_diff
Full_composite,roberta_std:lag1,roberta_std,1,False,-0.0271,0.7726,,116,composite_diff
Full_composite,roberta_std:lag2,roberta_std,2,False,-0.1203,0.1984,,116,composite_diff
Full_composite,roberta_std:lag3,roberta_std,3,False,0.0487,0.604,,116,composite_diff
Full_composite,roberta_std:lag4,roberta_std,4,False,0.1689,0.07,,116,composite_diff
Full_composite,roberta_std:lag5,roberta_std,5,False,-0.0072,0.9387,,115,composite_diff
Full_composite,roberta_std:lag6,roberta_std,6,False,-0.0185,0.8444,,115,composite_diff
Full_composite,roberta_std:lag7,roberta_std,7,False,0.0629,0.5045,,115,composite_diff
Full_composite,roberta_std:lag8,roberta_std,8,False,0.0078,0.9341,,115,composite_diff
Full_composite,roberta_std:lag9,roberta_std,9,False,0.0138,0.884,,115,composite_diff
Full_composite,roberta_std:lag10,roberta_std,10,False,0.1508,0.1078,,115,composite_diff
Full_composite,roberta_std:lag11,roberta_std,11,False,0.0604,0.5234,,114,composite_diff
Full_composite,roberta_std:lag12,roberta_std,12,False,0.205,0.0287,*,114,composite_diff
Full_composite,roberta_std:lag13,roberta_std,13,False,0.0653,0.4902,,114,composite_diff
Full_composite,roberta_std:lag14,roberta_std,14,False,-0.0418,0.66,,113,composite_diff
Full_composite,roberta_std:lag15,roberta_std,15,False,0.136,0.1527,,112,composite_diff
Full_composite,finbert_IS_max:lag1,finbert_IS_max,1,False,0.083,0.3757,,116,composite_diff
Full_composite,finbert_IS_max:lag2,finbert_IS_max,2,False,-0.0748,0.4246,,116,composite_diff
Full_composite,finbert_IS_max:lag3,finbert_IS_max,3,False,-0.1267,0.1754,,116,composite_diff
Full_composite,finbert_IS_max:lag4,finbert_IS_max,4,False,0.1002,0.2848,,116,composite_diff
Full_composite,finbert_IS_max:lag5,finbert_IS_max,5,False,-0.0725,0.4415,,115,composite_diff
Full_composite,finbert_IS_max:lag6,finbert_IS_max,6,False,-0.0596,0.5271,,115,composite_diff
Full_composite,finbert_IS_max:lag7,finbert_IS_max,7,False,-0.0135,0.8865,,115,composite_diff
Full_composite,finbert_IS_max:lag8,finbert_IS_max,8,False,0.0016,0.9867,,115,composite_diff
Full_composite,finbert_IS_max:lag9,finbert_IS_max,9,False,-0.0483,0.6085,,115,composite_diff
Full_composite,finbert_IS_max:lag10,finbert_IS_max,10,False,-0.0601,0.5233,,115,composite_diff
Full_composite,finbert_IS_max:lag11,finbert_IS_max,11,False,-0.1658,0.0778,,114,composite_diff
Full_composite,finbert_IS_max:lag12,finbert_IS_max,12,False,0.028,0.7676,,114,composite_diff
Full_composite,finbert_IS_max:lag13,finbert_IS_max,13,False,-0.1036,0.2726,,114,composite_diff
Full_composite,finbert_IS_max:lag14,finbert_IS_max,14,False,-0.1046,0.2704,,113,composite_diff
Full_composite,finbert_IS_max:lag15,finbert_IS_max,15,False,-0.027,0.7773,,112,composite_diff
Full_composite,finbert_QA_max:lag1,finbert_QA_max,1,False,0.0744,0.4276,,116,composite_diff
Full_composite,finbert_QA_max:lag2,finbert_QA_max,2,False,-0.0396,0.6728,,116,composite_diff
Full_composite,finbert_QA_max:lag3,finbert_QA_max,3,False,-0.008,0.932,,116,composite_diff
Full_composite,finbert_QA_max:lag4,finbert_QA_max,4,False,0.086,0.3584,,116,composite_diff
Full_composite,finbert_QA_max:lag5,finbert_QA_max,5,False,0.0067,0.9435,,115,composite_diff
Full_composite,finbert_QA_max:lag6,finbert_QA_max,6,False,-0.0452,0.6316,,115,composite_diff
Full_composite,finbert_QA_max:lag7,finbert_QA_max,7,False,-0.0073,0.9379,,115,composite_diff
Full_composite,finbert_QA_max:lag8,finbert_QA_max,8,False,0.0556,0.5547,,115,composite_diff
Full_composite,finbert_QA_max:lag9,finbert_QA_max,9,False,0.0431,0.6476,,115,composite_diff
Full_composite,finbert_QA_max:lag10,finbert_QA_max,10,False,0.0025,0.9791,,115,composite_diff
Full_composite,finbert_QA_max:lag11,finbert_QA_max,11,False,0.1207,0.2008,,114,composite_diff
Full_composite,finbert_QA_max:lag12,finbert_QA_max,12,False,0.0277,0.7697,,114,composite_diff
Full_composite,finbert_QA_max:lag13,finbert_QA_max,13,False,-0.1088,0.249,,114,composite_diff
Full_composite,finbert_QA_max:lag14,finbert_QA_max,14,False,-0.0391,0.6809,,113,composite_diff
Full_composite,finbert_QA_max:lag15,finbert_QA_max,15,False,0.0575,0.547,,112,composite_diff
Full_composite,roberta_IS_max:lag1,roberta_IS_max,1,False,0.1715,0.0656,,116,composite_diff
Full_composite,roberta_IS_max:lag2,roberta_IS_max,2,False,-0.0109,0.9079,,116,composite_diff
Full_composite,roberta_IS_max:lag3,roberta_IS_max,3,False,-0.0192,0.8382,,116,composite_diff
Full_composite,roberta_IS_max:lag4,roberta_IS_max,4,False,0.1366,0.1438,,116,composite_diff
Full_composite,roberta_IS_max:lag5,roberta_IS_max,5,False,0.0254,0.7872,,115,composite_diff
Full_composite,roberta_IS_max:lag6,roberta_IS_max,6,False,-0.1185,0.2073,,115,composite_diff
Full_composite,roberta_IS_max:lag7,roberta_IS_max,7,False,-0.0324,0.7307,,115,composite_diff
Full_composite,roberta_IS_max:lag8,roberta_IS_max,8,False,-0.0673,0.4747,,115,composite_diff
Full_composite,roberta_IS_max:lag9,roberta_IS_max,9,False,-0.0698,0.4585,,115,composite_diff
Full_composite,roberta_IS_max:lag10,roberta_IS_max,10,False,-0.1006,0.2848,,115,composite_diff
Full_composite,roberta_IS_max:lag11,roberta_IS_max,11,False,-0.0246,0.7952,,114,composite_diff
Full_composite,roberta_IS_max:lag12,roberta_IS_max,12,False,-0.0704,0.4568,,114,composite_diff
Full_composite,roberta_IS_max:lag13,roberta_IS_max,13,False,-0.0334,0.7246,,114,composite_diff
Full_composite,roberta_IS_max:lag14,roberta_IS_max,14,False,-0.1465,0.1215,,113,composite_diff
Full_composite,roberta_IS_max:lag15,roberta_IS_max,15,False,-0.124,0.1926,,112,composite_diff
Full_composite,roberta_QA_max:lag1,roberta_QA_max,1,False,-0.0506,0.5894,,116,composite_diff
Full_composite,roberta_QA_max:lag2,roberta_QA_max,2,False,0.0249,0.7906,,116,composite_diff
Full_composite,roberta_QA_max:lag3,roberta_QA_max,3,False,-0.0968,0.3015,,116,composite_diff
Full_composite,roberta_QA_max:lag4,roberta_QA_max,4,False,0.044,0.6395,,116,composite_diff
Full_composite,roberta_QA_max:lag5,roberta_QA_max,5,False,-0.1031,0.2728,,115,composite_diff
Full_composite,roberta_QA_max:lag6,roberta_QA_max,6,False,-0.1185,0.2072,,115,composite_diff
Full_composite,roberta_QA_max:lag7,roberta_QA_max,7,False,0.054,0.5664,,115,composite_diff
Full_composite,roberta_QA_max:lag8,roberta_QA_max,8,False,-0.0238,0.8006,,115,composite_diff
Full_composite,roberta_QA_max:lag9,roberta_QA_max,9,False,-0.1229,0.1906,,115,composite_diff
Full_composite,roberta_QA_max:lag10,roberta_QA_max,10,False,0.0007,0.9943,,115,composite_diff
Full_composite,roberta_QA_max:lag11,roberta_QA_max,11,False,-0.0395,0.6768,,114,composite_diff
Full_composite,roberta_QA_max:lag12,roberta_QA_max,12,False,0.1018,0.2809,,114,composite_diff
Full_composite,roberta_QA_max:lag13,roberta_QA_max,13,False,0.0403,0.6702,,114,composite_diff
Full_composite,roberta_QA_max:lag14,roberta_QA_max,14,False,0.0353,0.7103,,113,composite_diff
Full_composite,roberta_QA_max:lag15,roberta_QA_max,15,False,0.0723,0.4489,,112,composite_diff
Full_composite,finbert_IS_mean:lag1,finbert_IS_mean,1,False,-0.0051,0.9569,,116,composite_diff
Full_composite,finbert_IS_mean:lag2,finbert_IS_mean,2,False,0.0217,0.8171,,116,composite_diff
Full_composite,finbert_IS_mean:lag3,finbert_IS_mean,3,False,-0.0052,0.9557,,116,composite_diff
Full_composite,finbert_IS_mean:lag4,finbert_IS_mean,4,False,0.0443,0.6369,,116,composite_diff
Full_composite,finbert_IS_mean:lag5,finbert_IS_mean,5,False,-0.0352,0.7091,,115,composite_diff
Full_composite,finbert_IS_mean:lag6,finbert_IS_mean,6,False,-0.0152,0.8716,,115,composite_diff
Full_composite,finbert_IS_mean:lag7,finbert_IS_mean,7,False,-0.0131,0.8895,,115,composite_diff
Full_composite,finbert_IS_mean:lag8,finbert_IS_mean,8,False,0.0218,0.8171,,115,composite_diff
Full_composite,finbert_IS_mean:lag9,finbert_IS_mean,9,False,0.0544,0.5638,,115,composite_diff
Full_composite,finbert_IS_mean:lag10,finbert_IS_mean,10,False,0.1159,0.2175,,115,composite_diff
Full_composite,finbert_IS_mean:lag11,finbert_IS_mean,11,False,0.0237,0.8026,,114,composite_diff
Full_composite,finbert_IS_mean:lag12,finbert_IS_mean,12,False,0.0214,0.8213,,114,composite_diff
Full_composite,finbert_IS_mean:lag13,finbert_IS_mean,13,False,-0.0274,0.7719,,114,composite_diff
Full_composite,finbert_IS_mean:lag14,finbert_IS_mean,14,False,-0.0261,0.7839,,113,composite_diff
Full_composite,finbert_IS_mean:lag15,finbert_IS_mean,15,False,0.0944,0.3219,,112,composite_diff
Full_composite,finbert_QA_mean:lag1,finbert_QA_mean,1,False,0.2949,0.0013,**,116,composite_diff
Full_composite,finbert_QA_mean:lag2,finbert_QA_mean,2,False,0.2101,0.0236,*,116,composite_diff
Full_composite,finbert_QA_mean:lag3,finbert_QA_mean,3,False,0.2411,0.0091,**,116,composite_diff
