Era,Feature,Base,Lag,r,p,sig,n,target
Full,finbert_max,finbert_max,0,0.2855,0.0382,*,53,MRO_diff
Full,roberta_max,roberta_max,0,0.2539,0.0666,,53,MRO_diff
Full,finbert_mean,finbert_mean,0,0.2771,0.0446,*,53,MRO_diff
Full,roberta_mean,roberta_mean,0,0.0338,0.81,,53,MRO_diff
Full,finbert_min,finbert_min,0,0.2211,0.1116,,53,MRO_diff
Full,roberta_min,roberta_min,0,-0.1465,0.2953,,53,MRO_diff
Full,finbert_std,finbert_std,0,-0.1236,0.378,,53,MRO_diff
Full,roberta_std,roberta_std,0,0.102,0.4673,,53,MRO_diff
Full,finbert_count,finbert_count,0,0.1289,0.3577,,53,MRO_diff
Full,roberta_count,roberta_count,0,0.1283,0.36,,53,MRO_diff
Full,finbert_IS_max,finbert_IS_max,0,0.2539,0.0665,,53,MRO_diff
Full,finbert_QA_max,finbert_QA_max,0,0.0878,0.5317,,53,MRO_diff
Full,roberta_IS_max,roberta_IS_max,0,0.2718,0.049,*,53,MRO_diff
Full,roberta_QA_max,roberta_QA_max,0,0.0376,0.7894,,53,MRO_diff
Full,finbert_IS_mean,finbert_IS_mean,0,0.152,0.2773,,53,MRO_diff
Full,finbert_QA_mean,finbert_QA_mean,0,0.3547,0.0092,**,53,MRO_diff
Full,roberta_IS_mean,roberta_IS_mean,0,0.0814,0.5622,,53,MRO_diff
Full,roberta_QA_mean,roberta_QA_mean,0,0.0495,0.7248,,53,MRO_diff
Full,finbert_IS_min,finbert_IS_min,0,0.3183,0.0202,*,53,MRO_diff
Full,finbert_QA_min,finbert_QA_min,0,0.1874,0.1791,,53,MRO_diff
Full,roberta_IS_min,roberta_IS_min,0,-0.1282,0.3601,,53,MRO_diff
Full,roberta_QA_min,roberta_QA_min,0,-0.1261,0.3683,,53,MRO_diff
Full,finbert_IS_std,finbert_IS_std,0,-0.1467,0.2947,,53,MRO_diff
Full,finbert_QA_std,finbert_QA_std,0,-0.2641,0.056,,53,MRO_diff
Full,roberta_IS_std,roberta_IS_std,0,0.1933,0.1656,,53,MRO_diff
Full,roberta_QA_std,roberta_QA_std,0,-0.0103,0.9418,,53,MRO_diff
Full,finbert_IS_count,finbert_IS_count,0,0.2123,0.1269,,53,MRO_diff
Full,finbert_QA_count,finbert_QA_count,0,0.0819,0.5597,,53,MRO_diff
Full,roberta_IS_count,roberta_IS_count,0,0.2123,0.1269,,53,MRO_diff
Full,roberta_QA_count,roberta_QA_count,0,0.0819,0.5597,,53,MRO_diff
Full,finbert_EP_max,finbert_EP_max,0,0.2336,0.0922,,53,MRO_diff
Full,finbert_FS_max,finbert_FS_max,0,-0.4312,0.0013,**,53,MRO_diff
Full,finbert_MP_max,finbert_MP_max,0,0.3099,0.024,*,53,MRO_diff
Full,roberta_EP_max,roberta_EP_max,0,0.4589,0.0005,***,53,MRO_diff
Full,roberta_FS_max,roberta_FS_max,0,-0.1163,0.4069,,53,MRO_diff
Full,roberta_MP_max,roberta_MP_max,0,-0.0799,0.5697,,53,MRO_diff
Full,finbert_EP_mean,finbert_EP_mean,0,0.1832,0.1892,,53,MRO_diff
Full,finbert_FS_mean,finbert_FS_mean,0,0.1345,0.337,,53,MRO_diff
Full,finbert_MP_mean,finbert_MP_mean,0,0.4264,0.0015,**,53,MRO_diff
Full,roberta_EP_mean,roberta_EP_mean,0,0.1456,0.2981,,53,MRO_diff
Full,roberta_FS_mean,roberta_FS_mean,0,0.214,0.1239,,53,MRO_diff
Full,roberta_MP_mean,roberta_MP_mean,0,-0.2508,0.0701,,53,MRO_diff
Full,finbert_EP_min,finbert_EP_min,0,0.2945,0.0323,*,53,MRO_diff
Full,finbert_FS_min,finbert_FS_min,0,0.2632,0.0569,,53,MRO_diff
Full,finbert_MP_min,finbert_MP_min,0,0.3129,0.0225,*,53,MRO_diff
Full,roberta_EP_min,roberta_EP_min,0,0.3434,0.0118,*,53,MRO_diff
Full,roberta_FS_min,roberta_FS_min,0,0.2308,0.0964,,53,MRO_diff
Full,roberta_MP_min,roberta_MP_min,0,-0.3454,0.0113,*,53,MRO_diff
Full,finbert_EP_std,finbert_EP_std,0,-0.1588,0.2561,,53,MRO_diff
Full,finbert_FS_std,finbert_FS_std,0,-0.2866,0.0374,*,53,MRO_diff
Full,finbert_MP_std,finbert_MP_std,0,-0.1755,0.2087,,53,MRO_diff
Full,roberta_EP_std,roberta_EP_std,0,0.0584,0.6778,,53,MRO_diff
Full,roberta_FS_std,roberta_FS_std,0,0.0556,0.6926,,53,MRO_diff
Full,roberta_MP_std,roberta_MP_std,0,-0.0489,0.7279,,53,MRO_diff
Full,finbert_EP_count,finbert_EP_count,0,0.1714,0.2196,,53,MRO_diff
Full,finbert_FS_count,finbert_FS_count,0,-0.2448,0.0773,,53,MRO_diff
Full,finbert_MP_count,finbert_MP_count,0,0.1246,0.374,,53,MRO_diff
Full,roberta_EP_count,roberta_EP_count,0,0.1714,0.2196,,53,MRO_diff
Full,roberta_FS_count,roberta_FS_count,0,-0.2448,0.0773,,53,MRO_diff
Full,roberta_MP_count,roberta_MP_count,0,0.1246,0.374,,53,MRO_diff
Full,finbert_IS_EP_max,finbert_IS_EP_max,0,0.2155,0.1212,,53,MRO_diff
Full,finbert_IS_MP_max,finbert_IS_MP_max,0,0.3592,0.0083,**,53,MRO_diff
Full,finbert_QA_EP_max,finbert_QA_EP_max,0,0.2168,0.1188,,53,MRO_diff
Full,finbert_QA_FS_max,finbert_QA_FS_max,0,-0.0022,0.9878,,53,MRO_diff
Full,finbert_QA_MP_max,finbert_QA_MP_max,0,0.0203,0.8855,,53,MRO_diff
Full,roberta_IS_EP_max,roberta_IS_EP_max,0,0.1055,0.452,,53,MRO_diff
Full,roberta_IS_MP_max,roberta_IS_MP_max,0,-0.0716,0.6106,,53,MRO_diff
Full,roberta_QA_EP_max,roberta_QA_EP_max,0,0.0508,0.7177,,53,MRO_diff
Full,roberta_QA_FS_max,roberta_QA_FS_max,0,-0.085,0.5451,,53,MRO_diff
Full,roberta_QA_MP_max,roberta_QA_MP_max,0,0.042,0.7651,,53,MRO_diff
Full,finbert_IS_EP_mean,finbert_IS_EP_mean,0,0.1666,0.2332,,53,MRO_diff
Full,finbert_IS_MP_mean,finbert_IS_MP_mean,0,0.3046,0.0266,*,53,MRO_diff
Full,finbert_QA_EP_mean,finbert_QA_EP_mean,0,0.2491,0.0721,,53,MRO_diff
Full,finbert_QA_FS_mean,finbert_QA_FS_mean,0,0.22,0.1135,,53,MRO_diff
Full,finbert_QA_MP_mean,finbert_QA_MP_mean,0,0.2909,0.0346,*,53,MRO_diff
Full,roberta_IS_EP_mean,roberta_IS_EP_mean,0,0.2911,0.0345,*,53,MRO_diff
Full,roberta_IS_MP_mean,roberta_IS_MP_mean,0,-0.3762,0.0055,**,53,MRO_diff
Full,roberta_QA_EP_mean,roberta_QA_EP_mean,0,-0.0101,0.9427,,53,MRO_diff
Full,roberta_QA_FS_mean,roberta_QA_FS_mean,0,0.0969,0.4901,,53,MRO_diff
Full,roberta_QA_MP_mean,roberta_QA_MP_mean,0,-0.0589,0.6755,,53,MRO_diff
Full,finbert_IS_EP_min,finbert_IS_EP_min,0,0.2773,0.0444,*,53,MRO_diff
Full,finbert_IS_MP_min,finbert_IS_MP_min,0,0.2961,0.0313,*,53,MRO_diff
Full,finbert_QA_EP_min,finbert_QA_EP_min,0,-0.0066,0.9628,,53,MRO_diff
Full,finbert_QA_FS_min,finbert_QA_FS_min,0,0.1034,0.4612,,53,MRO_diff
Full,finbert_QA_MP_min,finbert_QA_MP_min,0,0.2482,0.0731,,53,MRO_diff
Full,roberta_IS_EP_min,roberta_IS_EP_min,0,0.276,0.0455,*,53,MRO_diff
Full,roberta_IS_MP_min,roberta_IS_MP_min,0,-0.359,0.0083,**,53,MRO_diff
Full,roberta_QA_EP_min,roberta_QA_EP_min,0,0.1312,0.3491,,53,MRO_diff
Full,roberta_QA_FS_min,roberta_QA_FS_min,0,0.036,0.7981,,53,MRO_diff
Full,roberta_QA_MP_min,roberta_QA_MP_min,0,-0.2393,0.0844,,53,MRO_diff
Full,finbert_IS_EP_std,finbert_IS_EP_std,0,-0.3638,0.0074,**,53,MRO_diff
Full,finbert_IS_MP_std,finbert_IS_MP_std,0,-0.1568,0.2622,,53,MRO_diff
Full,finbert_QA_EP_std,finbert_QA_EP_std,0,-0.038,0.787,,53,MRO_diff
Full,finbert_QA_FS_std,finbert_QA_FS_std,0,-0.0247,0.8605,,53,MRO_diff
Full,finbert_QA_MP_std,finbert_QA_MP_std,0,-0.2794,0.0428,*,53,MRO_diff
Full,roberta_IS_EP_std,roberta_IS_EP_std,0,-0.0352,0.8022,,53,MRO_diff
Full,roberta_IS_MP_std,roberta_IS_MP_std,0,-0.1487,0.2879,,53,MRO_diff
Full,roberta_QA_EP_std,roberta_QA_EP_std,0,-0.1562,0.264,,53,MRO_diff
Full,roberta_QA_FS_std,roberta_QA_FS_std,0,0.0409,0.7714,,53,MRO_diff
Full,roberta_QA_MP_std,roberta_QA_MP_std,0,-0.0232,0.869,,53,MRO_diff
Full,finbert_IS_EP_count,finbert_IS_EP_count,0,0.0482,0.732,,53,MRO_diff
Full,finbert_IS_MP_count,finbert_IS_MP_count,0,0.2428,0.0798,,53,MRO_diff
Full,finbert_QA_EP_count,finbert_QA_EP_count,0,0.1358,0.3324,,53,MRO_diff
Full,finbert_QA_FS_count,finbert_QA_FS_count,0,-0.1246,0.3742,,53,MRO_diff
Full,finbert_QA_MP_count,finbert_QA_MP_count,0,0.1048,0.4551,,53,MRO_diff
Full,roberta_IS_EP_count,roberta_IS_EP_count,0,0.0482,0.732,,53,MRO_diff
Full,roberta_IS_MP_count,roberta_IS_MP_count,0,0.2428,0.0798,,53,MRO_diff
Full,roberta_QA_EP_count,roberta_QA_EP_count,0,0.1358,0.3324,,53,MRO_diff
Full,roberta_QA_FS_count,roberta_QA_FS_count,0,-0.1246,0.3742,,53,MRO_diff
Full,roberta_QA_MP_count,roberta_QA_MP_count,0,0.1048,0.4551,,53,MRO_diff
Full,finbert_max:lag1,finbert_max,1,0.2618,0.0582,,53,MRO_diff
Full,finbert_max:lag2,finbert_max,2,0.3656,0.0071,**,53,MRO_diff
Full,finbert_max:lag3,finbert_max,3,0.3161,0.0211,*,53,MRO_diff
Full,finbert_max:lag4,finbert_max,4,0.3405,0.0126,*,53,MRO_diff
Full,finbert_max:lag5,finbert_max,5,0.2164,0.1234,,52,MRO_diff
Full,finbert_max:lag6,finbert_max,6,0.0984,0.4878,,52,MRO_diff
Full,finbert_max:lag7,finbert_max,7,0.1466,0.2997,,52,MRO_diff
Full,finbert_max:lag8,finbert_max,8,0.3066,0.0271,*,52,MRO_diff
Full,finbert_max:lag9,finbert_max,9,0.0709,0.6175,,52,MRO_diff
Full,finbert_max:lag10,finbert_max,10,-0.0824,0.5613,,52,MRO_diff
Full,finbert_max:lag11,finbert_max,11,-0.1972,0.1654,,51,MRO_diff
Full,finbert_max:lag12,finbert_max,12,0.0608,0.6715,,51,MRO_diff
Full,finbert_max:lag13,finbert_max,13,-0.2411,0.0883,,51,MRO_diff
Full,finbert_max:lag14,finbert_max,14,-0.1537,0.2865,,50,MRO_diff
Full,finbert_max:lag15,finbert_max,15,-0.0275,0.8512,,49,MRO_diff
Full,roberta_max:lag1,roberta_max,1,0.358,0.0085,**,53,MRO_diff
Full,roberta_max:lag2,roberta_max,2,0.2776,0.0442,*,53,MRO_diff
Full,roberta_max:lag3,roberta_max,3,0.292,0.0339,*,53,MRO_diff
Full,roberta_max:lag4,roberta_max,4,0.1615,0.248,,53,MRO_diff
Full,roberta_max:lag5,roberta_max,5,0.2683,0.0544,,52,MRO_diff
Full,roberta_max:lag6,roberta_max,6,0.101,0.4761,,52,MRO_diff
Full,roberta_max:lag7,roberta_max,7,0.1381,0.3287,,52,MRO_diff
Full,roberta_max:lag8,roberta_max,8,0.0541,0.7032,,52,MRO_diff
Full,roberta_max:lag9,roberta_max,9,0.1278,0.3665,,52,MRO_diff
Full,roberta_max:lag10,roberta_max,10,0.107,0.4501,,52,MRO_diff
Full,roberta_max:lag11,roberta_max,11,-0.0945,0.5094,,51,MRO_diff
Full,roberta_max:lag12,roberta_max,12,-0.1609,0.2592,,51,MRO_diff
Full,roberta_max:lag13,roberta_max,13,-0.0679,0.636,,51,MRO_diff
Full,roberta_max:lag14,roberta_max,14,-0.1212,0.4018,,50,MRO_diff
Full,roberta_max:lag15,roberta_max,15,0.0687,0.6389,,49,MRO_diff
Full,finbert_mean:lag1,finbert_mean,1,0.502,0.0001,***,53,MRO_diff
Full,finbert_mean:lag2,finbert_mean,2,0.4257,0.0015,**,53,MRO_diff
Full,finbert_mean:lag3,finbert_mean,3,0.4659,0.0004,***,53,MRO_diff
Full,finbert_mean:lag4,finbert_mean,4,0.5761,0.0,***,53,MRO_diff
Full,finbert_mean:lag5,finbert_mean,5,0.4531,0.0007,***,52,MRO_diff
Full,finbert_mean:lag6,finbert_mean,6,0.498,0.0002,***,52,MRO_diff
Full,finbert_mean:lag7,finbert_mean,7,0.448,0.0009,***,52,MRO_diff
Full,finbert_mean:lag8,finbert_mean,8,0.3569,0.0094,**,52,MRO_diff
Full,finbert_mean:lag9,finbert_mean,9,0.3389,0.014,*,52,MRO_diff
Full,finbert_mean:lag10,finbert_mean,10,0.4128,0.0024,**,52,MRO_diff
Full,finbert_mean:lag11,finbert_mean,11,0.2698,0.0556,,51,MRO_diff
Full,finbert_mean:lag12,finbert_mean,12,0.1615,0.2575,,51,MRO_diff
Full,finbert_mean:lag13,finbert_mean,13,0.2813,0.0455,*,51,MRO_diff
Full,finbert_mean:lag14,finbert_mean,14,0.1453,0.3139,,50,MRO_diff
Full,finbert_mean:lag15,finbert_mean,15,0.2393,0.0978,,49,MRO_diff
Full,roberta_mean:lag1,roberta_mean,1,0.0753,0.5922,,53,MRO_diff
Full,roberta_mean:lag2,roberta_mean,2,0.2057,0.1394,,53,MRO_diff
Full,roberta_mean:lag3,roberta_mean,3,0.1704,0.2226,,53,MRO_diff
Full,roberta_mean:lag4,roberta_mean,4,0.2842,0.0391,*,53,MRO_diff
Full,roberta_mean:lag5,roberta_mean,5,0.1828,0.1946,,52,MRO_diff
Full,roberta_mean:lag6,roberta_mean,6,0.2553,0.0678,,52,MRO_diff
Full,roberta_mean:lag7,roberta_mean,7,0.2712,0.0518,,52,MRO_diff
Full,roberta_mean:lag8,roberta_mean,8,0.2671,0.0556,,52,MRO_diff
Full,roberta_mean:lag9,roberta_mean,9,0.2115,0.1323,,52,MRO_diff
Full,roberta_mean:lag10,roberta_mean,10,0.2504,0.0733,,52,MRO_diff
Full,roberta_mean:lag11,roberta_mean,11,0.0699,0.6262,,51,MRO_diff
Full,roberta_mean:lag12,roberta_mean,12,0.1195,0.4037,,51,MRO_diff
Full,roberta_mean:lag13,roberta_mean,13,0.2602,0.0651,,51,MRO_diff
Full,roberta_mean:lag14,roberta_mean,14,0.2342,0.1016,,50,MRO_diff
Full,roberta_mean:lag15,roberta_mean,15,0.2076,0.1524,,49,MRO_diff
Full,finbert_min:lag1,finbert_min,1,0.2941,0.0326,*,53,MRO_diff
Full,finbert_min:lag2,finbert_min,2,0.0919,0.5127,,53,MRO_diff
Full,finbert_min:lag3,finbert_min,3,0.2245,0.1061,,53,MRO_diff
Full,finbert_min:lag4,finbert_min,4,0.1645,0.2391,,53,MRO_diff
Full,finbert_min:lag5,finbert_min,5,0.0196,0.8904,,52,MRO_diff
Full,finbert_min:lag6,finbert_min,6,0.1611,0.254,,52,MRO_diff
Full,finbert_min:lag7,finbert_min,7,0.0778,0.5836,,52,MRO_diff
Full,finbert_min:lag8,finbert_min,8,-0.0157,0.9123,,52,MRO_diff
Full,finbert_min:lag9,finbert_min,9,0.0797,0.5745,,52,MRO_diff
Full,finbert_min:lag10,finbert_min,10,0.051,0.7197,,52,MRO_diff
Full,finbert_min:lag11,finbert_min,11,0.0887,0.536,,51,MRO_diff
Full,finbert_min:lag12,finbert_min,12,-0.0604,0.6736,,51,MRO_diff
Full,finbert_min:lag13,finbert_min,13,-0.122,0.3937,,51,MRO_diff
Full,finbert_min:lag14,finbert_min,14,0.0666,0.646,,50,MRO_diff
Full,finbert_min:lag15,finbert_min,15,-0.0268,0.8551,,49,MRO_diff
Full,roberta_min:lag1,roberta_min,1,0.0895,0.5241,,53,MRO_diff
Full,roberta_min:lag2,roberta_min,2,0.1374,0.3266,,53,MRO_diff
Full,roberta_min:lag3,roberta_min,3,0.1893,0.1746,,53,MRO_diff
Full,roberta_min:lag4,roberta_min,4,0.1289,0.3577,,53,MRO_diff
Full,roberta_min:lag5,roberta_min,5,0.2917,0.0359,*,52,MRO_diff
Full,roberta_min:lag6,roberta_min,6,0.1438,0.309,,52,MRO_diff
Full,roberta_min:lag7,roberta_min,7,0.2591,0.0636,,52,MRO_diff
Full,roberta_min:lag8,roberta_min,8,0.2832,0.0419,*,52,MRO_diff
Full,roberta_min:lag9,roberta_min,9,0.1644,0.2443,,52,MRO_diff
Full,roberta_min:lag10,roberta_min,10,0.2343,0.0945,,52,MRO_diff
Full,roberta_min:lag11,roberta_min,11,0.2839,0.0435,*,51,MRO_diff
Full,roberta_min:lag12,roberta_min,12,-0.1098,0.4431,,51,MRO_diff
Full,roberta_min:lag13,roberta_min,13,0.3028,0.0308,*,51,MRO_diff
Full,roberta_min:lag14,roberta_min,14,0.2838,0.0458,*,50,MRO_diff
Full,roberta_min:lag15,roberta_min,15,-0.0404,0.7829,,49,MRO_diff
Full,finbert_std:lag1,finbert_std,1,-0.2772,0.0445,*,53,MRO_diff
Full,finbert_std:lag2,finbert_std,2,-0.1395,0.319,,53,MRO_diff
Full,finbert_std:lag3,finbert_std,3,-0.0964,0.4925,,53,MRO_diff
Full,finbert_std:lag4,finbert_std,4,0.0069,0.9611,,53,MRO_diff
Full,finbert_std:lag5,finbert_std,5,0.0465,0.7435,,52,MRO_diff
Full,finbert_std:lag6,finbert_std,6,-0.2375,0.09,,52,MRO_diff
Full,finbert_std:lag7,finbert_std,7,-0.051,0.7194,,52,MRO_diff
Full,finbert_std:lag8,finbert_std,8,-0.0847,0.5507,,52,MRO_diff
Full,finbert_std:lag9,finbert_std,9,-0.0321,0.8214,,52,MRO_diff
Full,finbert_std:lag10,finbert_std,10,-0.0596,0.6746,,52,MRO_diff
Full,finbert_std:lag11,finbert_std,11,-0.116,0.4175,,51,MRO_diff
Full,finbert_std:lag12,finbert_std,12,0.0277,0.8468,,51,MRO_diff
Full,finbert_std:lag13,finbert_std,13,-0.0682,0.6345,,51,MRO_diff
Full,finbert_std:lag14,finbert_std,14,-0.0016,0.991,,50,MRO_diff
Full,finbert_std:lag15,finbert_std,15,0.2655,0.0652,,49,MRO_diff
Full,roberta_std:lag1,roberta_std,1,0.0539,0.7015,,53,MRO_diff
Full,roberta_std:lag2,roberta_std,2,0.1076,0.4433,,53,MRO_diff
Full,roberta_std:lag3,roberta_std,3,0.0904,0.5199,,53,MRO_diff
Full,roberta_std:lag4,roberta_std,4,0.2501,0.0708,,53,MRO_diff
Full,roberta_std:lag5,roberta_std,5,0.2018,0.1513,,52,MRO_diff
Full,roberta_std:lag6,roberta_std,6,0.0923,0.515,,52,MRO_diff
Full,roberta_std:lag7,roberta_std,7,0.2089,0.1372,,52,MRO_diff
Full,roberta_std:lag8,roberta_std,8,0.1834,0.1931,,52,MRO_diff
Full,roberta_std:lag9,roberta_std,9,0.1913,0.1743,,52,MRO_diff
Full,roberta_std:lag10,roberta_std,10,0.1834,0.193,,52,MRO_diff
Full,roberta_std:lag11,roberta_std,11,0.0632,0.6598,,51,MRO_diff
Full,roberta_std:lag12,roberta_std,12,0.3656,0.0083,**,51,MRO_diff
Full,roberta_std:lag13,roberta_std,13,0.1037,0.469,,51,MRO_diff
Full,roberta_std:lag14,roberta_std,14,0.1879,0.1912,,50,MRO_diff
Full,roberta_std:lag15,roberta_std,15,0.4073,0.0037,**,49,MRO_diff
Full,finbert_IS_max:lag1,finbert_IS_max,1,0.3603,0.008,**,53,MRO_diff
Full,finbert_IS_max:lag2,finbert_IS_max,2,0.4348,0.0011,**,53,MRO_diff
Full,finbert_IS_max:lag3,finbert_IS_max,3,0.428,0.0014,**,53,MRO_diff
Full,finbert_IS_max:lag4,finbert_IS_max,4,0.3239,0.018,*,53,MRO_diff
Full,finbert_IS_max:lag5,finbert_IS_max,5,0.1929,0.1708,,52,MRO_diff
Full,finbert_IS_max:lag6,finbert_IS_max,6,0.1806,0.2001,,52,MRO_diff
Full,finbert_IS_max:lag7,finbert_IS_max,7,0.18,0.2017,,52,MRO_diff
Full,finbert_IS_max:lag8,finbert_IS_max,8,0.3387,0.014,*,52,MRO_diff
Full,finbert_IS_max:lag9,finbert_IS_max,9,0.1476,0.2965,,52,MRO_diff
Full,finbert_IS_max:lag10,finbert_IS_max,10,-0.0682,0.6309,,52,MRO_diff
Full,finbert_IS_max:lag11,finbert_IS_max,11,-0.1986,0.1625,,51,MRO_diff
Full,finbert_IS_max:lag12,finbert_IS_max,12,0.047,0.743,,51,MRO_diff
Full,finbert_IS_max:lag13,finbert_IS_max,13,-0.231,0.1028,,51,MRO_diff
Full,finbert_IS_max:lag14,finbert_IS_max,14,-0.1531,0.2885,,50,MRO_diff
Full,finbert_IS_max:lag15,finbert_IS_max,15,-0.0185,0.8994,,49,MRO_diff
Full,finbert_QA_max:lag1,finbert_QA_max,1,0.1434,0.3057,,53,MRO_diff
Full,finbert_QA_max:lag2,finbert_QA_max,2,0.0907,0.5184,,53,MRO_diff
Full,finbert_QA_max:lag3,finbert_QA_max,3,0.061,0.6645,,53,MRO_diff
Full,finbert_QA_max:lag4,finbert_QA_max,4,0.0802,0.5679,,53,MRO_diff
Full,finbert_QA_max:lag5,finbert_QA_max,5,0.0529,0.7097,,52,MRO_diff
Full,finbert_QA_max:lag6,finbert_QA_max,6,0.0864,0.5426,,52,MRO_diff
Full,finbert_QA_max:lag7,finbert_QA_max,7,0.1327,0.3483,,52,MRO_diff
Full,finbert_QA_max:lag8,finbert_QA_max,8,0.3139,0.0234,*,52,MRO_diff
Full,finbert_QA_max:lag9,finbert_QA_max,9,-0.0676,0.6339,,52,MRO_diff
Full,finbert_QA_max:lag10,finbert_QA_max,10,0.1208,0.3937,,52,MRO_diff
Full,finbert_QA_max:lag11,finbert_QA_max,11,0.1387,0.3319,,51,MRO_diff
Full,finbert_QA_max:lag12,finbert_QA_max,12,0.0534,0.71,,51,MRO_diff
Full,finbert_QA_max:lag13,finbert_QA_max,13,-0.0953,0.5061,,51,MRO_diff
Full,finbert_QA_max:lag14,finbert_QA_max,14,0.1962,0.1721,,50,MRO_diff
Full,finbert_QA_max:lag15,finbert_QA_max,15,0.1504,0.3024,,49,MRO_diff
Full,roberta_IS_max:lag1,roberta_IS_max,1,0.3318,0.0152,*,53,MRO_diff
Full,roberta_IS_max:lag2,roberta_IS_max,2,0.2625,0.0576,,53,MRO_diff
Full,roberta_IS_max:lag3,roberta_IS_max,3,0.26,0.0601,,53,MRO_diff
Full,roberta_IS_max:lag4,roberta_IS_max,4,0.2047,0.1414,,53,MRO_diff
Full,roberta_IS_max:lag5,roberta_IS_max,5,0.2813,0.0433,*,52,MRO_diff
Full,roberta_IS_max:lag6,roberta_IS_max,6,-0.072,0.6117,,52,MRO_diff
Full,roberta_IS_max:lag7,roberta_IS_max,7,0.1395,0.3239,,52,MRO_diff
Full,roberta_IS_max:lag8,roberta_IS_max,8,-0.0006,0.9966,,52,MRO_diff
Full,roberta_IS_max:lag9,roberta_IS_max,9,0.1028,0.4683,,52,MRO_diff
Full,roberta_IS_max:lag10,roberta_IS_max,10,-0.0495,0.7275,,52,MRO_diff
Full,roberta_IS_max:lag11,roberta_IS_max,11,0.0446,0.7558,,51,MRO_diff
Full,roberta_IS_max:lag12,roberta_IS_max,12,-0.1703,0.2322,,51,MRO_diff
Full,roberta_IS_max:lag13,roberta_IS_max,13,-0.1318,0.3566,,51,MRO_diff
Full,roberta_IS_max:lag14,roberta_IS_max,14,-0.2277,0.1118,,50,MRO_diff
Full,roberta_IS_max:lag15,roberta_IS_max,15,-0.0843,0.5647,,49,MRO_diff
Full,roberta_QA_max:lag1,roberta_QA_max,1,0.0182,0.897,,53,MRO_diff
Full,roberta_QA_max:lag2,roberta_QA_max,2,-0.0354,0.8012,,53,MRO_diff
Full,roberta_QA_max:lag3,roberta_QA_max,3,-0.1655,0.2362,,53,MRO_diff
Full,roberta_QA_max:lag4,roberta_QA_max,4,0.0995,0.4784,,53,MRO_diff
Full,roberta_QA_max:lag5,roberta_QA_max,5,-0.1526,0.28,,52,MRO_diff
Full,roberta_QA_max:lag6,roberta_QA_max,6,-0.0796,0.5748,,52,MRO_diff
Full,roberta_QA_max:lag7,roberta_QA_max,7,0.1482,0.2943,,52,MRO_diff
Full,roberta_QA_max:lag8,roberta_QA_max,8,0.162,0.2513,,52,MRO_diff
Full,roberta_QA_max:lag9,roberta_QA_max,9,-0.019,0.8935,,52,MRO_diff
Full,roberta_QA_max:lag10,roberta_QA_max,10,0.145,0.3049,,52,MRO_diff
Full,roberta_QA_max:lag11,roberta_QA_max,11,-0.0542,0.7055,,51,MRO_diff
Full,roberta_QA_max:lag12,roberta_QA_max,12,0.2392,0.091,,51,MRO_diff
Full,roberta_QA_max:lag13,roberta_QA_max,13,0.1262,0.3777,,51,MRO_diff
Full,roberta_QA_max:lag14,roberta_QA_max,14,0.073,0.6144,,50,MRO_diff
Full,roberta_QA_max:lag15,roberta_QA_max,15,0.1844,0.2045,,49,MRO_diff
Full,finbert_IS_mean:lag1,finbert_IS_mean,1,0.3134,0.0223,*,53,MRO_diff
Full,finbert_IS_mean:lag2,finbert_IS_mean,2,0.2991,0.0296,*,53,MRO_diff
Full,finbert_IS_mean:lag3,finbert_IS_mean,3,0.2942,0.0325,*,53,MRO_diff
Full,finbert_IS_mean:lag4,finbert_IS_mean,4,0.3075,0.0251,*,53,MRO_diff
Full,finbert_IS_mean:lag5,finbert_IS_mean,5,0.2641,0.0585,,52,MRO_diff
Full,finbert_IS_mean:lag6,finbert_IS_mean,6,0.3022,0.0295,*,52,MRO_diff
Full,finbert_IS_mean:lag7,finbert_IS_mean,7,0.297,0.0325,*,52,MRO_diff
Full,finbert_IS_mean:lag8,finbert_IS_mean,8,0.2281,0.1038,,52,MRO_diff
Full,finbert_IS_mean:lag9,finbert_IS_mean,9,0.2625,0.0601,,52,MRO_diff
Full,finbert_IS_mean:lag10,finbert_IS_mean,10,0.2607,0.062,,52,MRO_diff
Full,finbert_IS_mean:lag11,finbert_IS_mean,11,0.1525,0.2852,,51,MRO_diff
Full,finbert_IS_mean:lag12,finbert_IS_mean,12,0.1552,0.2767,,51,MRO_diff
Full,finbert_IS_mean:lag13,finbert_IS_mean,13,0.1605,0.2606,,51,MRO_diff
Full,finbert_IS_mean:lag14,finbert_IS_mean,14,0.0439,0.7619,,50,MRO_diff
Full,finbert_IS_mean:lag15,finbert_IS_mean,15,0.1173,0.422,,49,MRO_diff
Full,finbert_QA_mean:lag1,finbert_QA_mean,1,0.523,0.0001,***,53,MRO_diff
Full,finbert_QA_mean:lag2,finbert_QA_mean,2,0.4358,0.0011,**,53,MRO_diff
Full,finbert_QA_mean:lag3,finbert_QA_mean,3,0.4118,0.0022,**,53,MRO_diff
Full,finbert_QA_mean:lag4,finbert_QA_mean,4,0.5323,0.0,***,53,MRO_diff
Full,finbert_QA_mean:lag5,finbert_QA_mean,5,0.3906,0.0042,**,52,MRO_diff
Full,finbert_QA_mean:lag6,finbert_QA_mean,6,0.4252,0.0017,**,52,MRO_diff
